student_id,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
394,41,50,Fail,6,1,no,yes,yes,yes,Average,yes,yes,Low
395,61,66,Pass,13,2,yes,yes,no,no,Poor,no,no,Low
396,52,69,Fail,3,1,yes,yes,yes,no,Average,yes,no,High
397,50,45,Pass,7,3,yes,yes,yes,yes,Good,no,yes,High
398,54,65,Fail,5,1,no,no,no,yes,Good,yes,yes,Low
399,55,38,Pass,6,3,yes,no,no,yes,Average,no,yes,High
400,63,57,Pass,11,1,yes,no,no,yes,Average,yes,no,Low
401,60,69,Pass,7,2,no,no,yes,yes,Poor,yes,no,High
402,53,52,Pass,4,3,no,yes,yes,no,Poor,yes,yes,Low
403,62,42,Pass,8,4,no,no,no,yes,Average,no,no,High
404,59,59,Fail,6,2,yes,no,no,yes,Very Good,no,no,High
405,50,51,Fail,4,4,yes,no,no,no,Poor,yes,no,High
406,53,64,Pass,4,3,yes,yes,yes,yes,Average,yes,no,High
407,53,49,Pass,7,2,yes,no,yes,yes,Good,yes,no,Low
408,60,50,Pass,8,3,yes,yes,no,yes,Good,yes,no,Low
409,51,37,Pass,3,2,yes,no,no,yes,Very Good,yes,no,Low
410,51,59,Fail,8,2,yes,no,no,no,Poor,yes,no,High
411,74,56,Pass,6,3,no,yes,no,no,Very Poor,yes,yes,Low
412,64,46,Fail,8,2,yes,yes,yes,yes,Average,no,no,High
413,47,59,Pass,3,1,yes,no,no,yes,Poor,yes,yes,Low
414,60,68,Pass,3,1,no,no,no,yes,Average,yes,no,High
415,56,55,Pass,7,3,no,no,yes,no,Very Good,yes,yes,High
416,58,60,Pass,6,3,no,yes,no,yes,Good,yes,yes,Low
417,56,60,Pass,6,2,yes,yes,no,yes,Poor,yes,yes,Low
418,66,45,Fail,4,4,no,yes,yes,yes,Poor,yes,no,Low
419,58,78,Pass,3,2,no,no,no,no,Very Good,no,yes,High
420,54,53,Pass,7,3,no,yes,no,yes,Average,yes,no,Low
421,65,64,Fail,7,4,yes,yes,no,yes,Very Good,yes,yes,Low
422,57,65,Pass,7,3,yes,no,no,no,Good,yes,no,Low
423,56,56,Fail,5,2,no,no,no,yes,Very Good,yes,no,High
424,58,64,Pass,4,3,no,no,no,yes,Very Good,yes,no,Low
425,54,60,Pass,4,2,no,no,no,yes,Average,yes,no,High
426,55,43,Fail,7,3,no,no,no,no,Good,yes,yes,High
427,49,54,Fail,5,2,no,no,yes,yes,Average,yes,yes,High
428,47,51,Pass,4,2,no,no,no,yes,Poor,no,no,Low
429,45,53,Pass,3,2,no,no,yes,yes,Poor,yes,no,High
430,41,44,Fail,3,1,yes,no,yes,no,Average,yes,no,High
431,46,69,Pass,3,2,yes,no,yes,yes,Poor,yes,no,Low
432,53,74,Pass,6,4,no,no,no,yes,Poor,yes,no,High
433,56,67,Fail,5,1,no,no,yes,yes,Average,yes,no,High
434,52,70,Fail,5,2,yes,no,no,yes,Very Good,yes,no,Low
435,31,54,Fail,4,2,no,no,no,no,Average,yes,no,High
436,70,51,Fail,8,3,no,no,no,yes,Average,yes,yes,High
437,65,50,Fail,7,2,yes,yes,yes,no,Poor,yes,no,High
438,59,64,Fail,4,1,no,no,no,no,Poor,no,yes,High
439,74,60,Fail,3,2,no,no,yes,no,Good,yes,no,High
440,45,57,Pass,4,3,no,no,yes,yes,Good,yes,yes,Low
441,73,70,Pass,7,1,no,yes,no,yes,Average,yes,no,Low
442,45,62,Fail,9,2,yes,no,yes,yes,Average,no,no,High
443,57,49,Fail,8,3,no,yes,no,no,Good,no,yes,High
444,42,51,Pass,3,1,no,no,no,no,Very Poor,no,yes,High
445,55,64,Pass,5,2,yes,yes,yes,yes,Average,yes,yes,High
446,58,68,Fail,6,2,yes,no,no,no,Good,yes,yes,Low
447,53,63,Pass,7,4,no,no,yes,no,Good,yes,yes,High
448,62,76,Pass,6,2,no,no,yes,no,Very Poor,no,no,Low
449,55,74,Fail,5,2,yes,no,no,yes,Poor,no,no,Low
450,49,62,Fail,8,2,yes,yes,yes,no,Good,yes,no,Low
451,49,49,Fail,7,4,yes,yes,no,no,Average,yes,no,High
452,63,44,Fail,4,1,yes,no,yes,yes,Good,yes,no,High
453,48,54,Pass,6,2,no,yes,no,no,Very Poor,yes,yes,High
454,64,65,Fail,9,3,no,no,no,yes,Poor,no,no,Low
455,67,76,Pass,6,4,yes,no,no,yes,Average,yes,no,High
456,38,62,Fail,5,3,no,yes,no,no,Very Good,yes,yes,High
457,66,69,Pass,4,2,no,yes,no,yes,Good,yes,no,Low
458,75,55,Pass,3,2,yes,yes,no,no,Very Good,yes,yes,High
459,57,64,Pass,0,2,no,no,yes,yes,Average,yes,yes,High
460,60,66,Pass,6,3,no,yes,no,yes,Good,no,yes,High
461,65,38,Fail,3,3,yes,yes,no,yes,Very Good,no,no,High
462,52,53,Fail,4,3,yes,no,no,yes,Average,yes,no,Low
463,56,67,Fail,4,2,no,no,no,no,Very Good,yes,no,High
464,41,60,Fail,8,3,yes,no,no,yes,Very Good,yes,no,High
465,56,46,Pass,3,4,yes,no,no,yes,Very Good,yes,no,Low
466,59,33,Fail,4,4,no,yes,no,yes,Very Good,no,no,High
467,60,54,Fail,2,3,no,yes,no,no,Good,yes,no,High
468,65,57,Fail,5,3,no,yes,no,yes,Very Good,yes,no,High
469,47,49,Pass,7,2,yes,no,yes,no,Average,no,no,Low
470,49,59,Fail,9,2,no,yes,no,yes,Good,yes,no,Low
471,73,63,Fail,8,1,no,no,no,yes,Poor,yes,no,High
472,53,64,Pass,10,2,no,no,no,no,Good,yes,no,High
473,57,34,Fail,6,2,yes,no,no,yes,Good,no,yes,Low
474,54,44,Fail,14,2,yes,yes,no,yes,Good,no,no,High
475,46,54,Pass,3,3,no,no,yes,no,Good,no,yes,High
476,71,63,Fail,6,2,no,no,yes,yes,Average,no,no,High
477,49,62,Fail,8,1,no,no,yes,no,Average,yes,no,Low
478,43,62,Fail,4,1,yes,no,yes,no,Very Poor,yes,yes,Low
479,50,54,Pass,6,1,no,no,no,yes,Poor,yes,no,Low
480,34,54,Fail,8,2,no,no,no,yes,Good,no,no,Low
481,48,50,Pass,9,4,no,yes,yes,yes,Average,yes,no,Low
482,45,65,Pass,6,2,yes,yes,yes,no,Poor,no,yes,High
483,61,48,Fail,9,2,no,no,yes,no,Poor,yes,yes,High
484,48,66,Fail,1,1,no,no,yes,yes,Average,no,yes,Low
485,63,60,Fail,6,3,no,no,no,yes,Good,yes,yes,High
486,68,57,Pass,6,3,no,no,yes,yes,Good,yes,no,Low
487,62,51,Pass,7,2,yes,no,yes,yes,Very Poor,yes,no,Low
488,52,44,Fail,4,4,no,yes,no,yes,Good,yes,yes,High
489,56,51,Pass,13,3,yes,no,yes,no,Average,yes,yes,High
490,39,54,Fail,3,2,no,no,no,no,Good,yes,no,High
491,53,34,Fail,5,2,yes,no,no,no,Poor,yes,no,High
492,46,56,Fail,4,2,yes,yes,yes,yes,Very Good,yes,no,Low
493,61,67,Pass,4,2,no,no,no,no,Very Poor,yes,yes,High
494,80,63,Fail,8,3,yes,yes,no,no,Good,yes,no,Low
495,59,53,Fail,3,1,no,yes,yes,yes,Average,no,yes,High
496,35,58,Pass,2,2,yes,no,yes,yes,Very Poor,no,no,Low
497,51,52,Pass,4,2,no,no,no,no,Very Poor,yes,no,High
498,56,59,Pass,5,2,no,no,no,no,Average,no,no,High
499,55,73,Pass,5,4,yes,no,no,yes,Good,no,yes,High
500,47,67,Fail,6,2,no,yes,yes,yes,Very Poor,no,yes,High
501,57,63,Fail,7,1,yes,yes,yes,yes,Good,no,no,Low
502,42,53,Fail,6,3,yes,no,no,no,Good,yes,no,Low
503,45,65,Pass,4,2,yes,yes,no,no,Average,yes,no,High
504,61,41,Fail,10,1,no,no,no,yes,Very Poor,yes,yes,High
505,44,55,Pass,7,2,yes,no,yes,yes,Very Good,yes,no,Low
506,60,63,Fail,5,2,yes,yes,no,no,Average,yes,no,Low
507,41,65,Fail,2,2,no,no,no,no,Poor,yes,no,High
508,72,64,Fail,5,2,yes,yes,no,no,Good,yes,yes,High
509,47,60,Fail,4,1,yes,no,yes,no,Poor,yes,no,High
510,52,56,Fail,3,2,yes,no,no,yes,Average,yes,yes,High
511,58,63,Fail,2,1,yes,no,no,no,Very Poor,yes,no,High
512,49,48,Fail,2,4,yes,no,yes,yes,Very Good,no,no,High
513,56,49,Pass,6,2,yes,yes,no,no,Average,yes,no,High
514,60,58,Fail,12,3,yes,yes,no,yes,Very Good,no,yes,High
515,64,59,Fail,7,3,yes,no,yes,no,Average,yes,yes,High
516,62,39,Pass,1,2,yes,no,no,no,Average,yes,no,High
517,53,62,Pass,8,3,no,yes,yes,yes,Very Good,yes,no,High
518,53,65,Fail,4,3,no,no,no,yes,Average,yes,yes,High
519,78,57,Pass,3,2,yes,no,no,yes,Average,yes,no,High
520,64,81,Pass,10,4,no,no,no,no,Very Poor,no,no,High
521,45,51,Fail,2,1,no,yes,no,no,Very Good,yes,no,Low
522,55,54,Fail,7,2,no,no,no,no,Very Poor,no,no,High
523,51,54,Fail,3,3,yes,yes,no,yes,Good,yes,yes,Low
524,53,57,Pass,5,2,no,no,no,yes,Average,yes,no,High
525,42,54,Pass,5,3,yes,yes,yes,yes,Very Poor,yes,no,High
526,50,43,Pass,9,4,no,no,yes,yes,Very Poor,yes,no,High
527,73,52,Pass,2,4,yes,no,no,yes,Very Good,yes,no,High
528,60,57,Pass,7,2,yes,no,yes,no,Good,yes,no,High
529,30,70,Fail,5,4,yes,no,no,yes,Good,no,yes,High
530,67,80,Pass,6,2,no,yes,no,no,Average,yes,no,High
531,65,71,Pass,4,2,no,no,yes,yes,Poor,no,no,High
532,51,50,Pass,5,2,yes,no,yes,yes,Good,yes,yes,Low
533,62,51,Pass,6,3,yes,yes,no,yes,Good,yes,no,High
534,46,56,Pass,10,2,no,no,no,yes,Good,yes,no,Low
535,50,75,Pass,7,2,no,no,yes,no,Average,yes,no,High
536,69,56,Fail,2,2,no,no,no,yes,Very Good,yes,yes,High
537,52,44,Pass,7,2,no,no,no,yes,Very Poor,yes,yes,Low
538,36,52,Pass,5,4,yes,yes,no,no,Very Poor,yes,no,High
539,54,65,Pass,9,2,yes,no,no,no,Very Good,yes,no,Low
540,54,64,Pass,4,2,yes,no,yes,yes,Good,yes,yes,High
541,66,55,Pass,7,3,yes,yes,no,yes,Average,yes,no,High
542,55,64,Pass,3,2,no,no,yes,yes,Good,no,yes,High
543,50,35,Pass,7,3,yes,no,yes,yes,Average,yes,no,High
544,65,59,Fail,6,1,yes,yes,yes,yes,Very Poor,yes,yes,High
545,56,66,Pass,3,2,yes,no,yes,no,Good,yes,no,High
546,47,49,Pass,5,1,yes,no,no,yes,Poor,no,no,High
547,66,49,Pass,4,1,no,no,yes,yes,Poor,yes,no,High
548,56,39,Pass,7,3,yes,yes,no,yes,Poor,yes,no,High
549,55,73,Pass,6,2,yes,no,no,no,Average,yes,no,Low
550,56,50,Pass,3,4,no,yes,no,yes,Very Poor,no,no,High
551,44,60,Pass,3,2,yes,no,no,yes,Very Good,yes,no,Low
552,49,64,Pass,2,2,yes,no,no,yes,Average,yes,no,High
553,55,73,Pass,6,3,no,no,yes,yes,Average,yes,no,High
554,53,56,Pass,5,3,yes,no,no,yes,Good,yes,no,High
555,67,52,Pass,6,3,no,no,yes,yes,Good,yes,no,Low
556,57,59,Fail,5,3,no,no,no,yes,Good,no,no,Low
557,63,70,Fail,6,2,yes,no,yes,yes,Poor,yes,yes,High
558,55,56,Fail,3,3,yes,no,no,yes,Poor,yes,no,High
559,65,48,Fail,5,2,no,no,yes,no,Very Good,yes,no,High
560,58,42,Fail,8,2,yes,no,yes,yes,Poor,yes,no,Low
561,55,45,Fail,6,4,no,no,no,no,Very Poor,yes,no,High
562,54,66,Fail,4,2,yes,no,no,yes,Good,yes,no,Low
563,45,54,Pass,4,3,no,no,yes,no,Poor,no,no,High
564,60,51,Pass,2,2,no,yes,no,yes,Very Good,yes,no,Low
565,54,50,Fail,6,1,no,no,yes,yes,Very Good,yes,no,High
566,49,58,Fail,10,2,yes,no,no,no,Good,yes,no,Low
567,66,55,Pass,5,2,yes,no,no,no,Good,no,yes,High
568,42,55,Fail,3,2,yes,no,yes,no,Average,no,yes,High
569,50,71,Pass,7,2,no,yes,no,no,Good,yes,no,High
570,65,73,Pass,6,3,yes,yes,yes,yes,Good,yes,no,High
571,58,41,Pass,5,1,no,no,yes,yes,Very Poor,yes,no,High
572,54,61,Pass,6,2,yes,yes,no,yes,Very Good,yes,no,Low
573,57,50,Pass,1,3,yes,yes,no,yes,Very Good,yes,no,Low
574,56,55,Fail,5,4,yes,no,no,no,Very Good,yes,no,High
575,39,61,Fail,4,2,no,no,yes,yes,Good,no,yes,High
576,51,55,Fail,9,4,no,no,no,no,Average,yes,no,Low
577,71,60,Pass,9,2,yes,no,no,yes,Poor,yes,no,High
578,48,64,Fail,6,2,no,yes,no,yes,Poor,yes,no,Low
579,51,60,Pass,9,3,yes,no,yes,yes,Poor,yes,yes,High
580,49,51,Pass,7,4,no,yes,no,yes,Poor,yes,no,Low
581,54,51,Fail,2,2,no,yes,no,no,Average,yes,no,High
582,49,43,Pass,3,1,yes,no,no,no,Good,yes,yes,High
583,59,49,Pass,4,1,yes,yes,yes,yes,Average,no,yes,High
584,56,77,Pass,5,2,yes,no,no,no,Average,no,no,Low
585,62,50,Fail,8,3,yes,no,no,yes,Average,yes,yes,High
586,44,46,Pass,4,2,no,yes,no,no,Good,yes,yes,Low
587,51,61,Fail,4,2,no,no,no,yes,Very Good,yes,no,High
588,52,56,Fail,4,2,no,no,yes,yes,Good,yes,yes,Low
589,59,56,Fail,3,4,no,no,yes,yes,Very Poor,no,yes,High
590,47,72,Fail,2,1,yes,no,no,yes,Average,yes,no,High
591,64,63,Pass,5,3,yes,yes,yes,yes,Good,yes,yes,Low
592,66,52,Pass,9,4,no,no,no,yes,Average,yes,no,Low
593,45,53,Pass,6,2,no,no,no,yes,Very Good,yes,no,Low
594,50,52,Pass,3,3,no,no,yes,yes,Very Poor,yes,yes,Low
595,49,66,Fail,4,3,no,no,no,no,Average,yes,no,High
596,81,54,Pass,3,1,yes,no,no,no,Poor,no,yes,High
597,50,40,Pass,4,2,yes,yes,no,no,Good,yes,yes,High
598,71,57,Fail,3,3,no,no,no,yes,Average,yes,no,High
599,42,42,Fail,5,2,yes,no,yes,yes,Poor,no,yes,High
600,45,79,Fail,6,2,no,no,no,yes,Average,yes,no,Low
601,48,48,Fail,8,2,yes,no,no,yes,Average,no,no,High
602,46,56,Fail,2,3,yes,no,no,yes,Very Good,yes,no,High
603,52,60,Fail,6,2,yes,yes,yes,yes,Average,no,no,High
604,47,55,Pass,4,2,no,no,yes,yes,Poor,yes,no,High
605,46,55,Fail,5,2,no,no,no,yes,Average,yes,no,High
606,66,62,Pass,5,3,yes,yes,yes,yes,Average,no,no,High
607,67,73,Pass,7,1,yes,yes,no,no,Average,no,no,Low
608,64,65,Pass,7,2,no,no,yes,no,Average,yes,no,High
609,60,72,Fail,6,2,yes,no,yes,yes,Good,yes,no,Low
610,55,47,Fail,5,1,yes,no,yes,yes,Very Good,no,no,High
611,50,61,Pass,2,2,yes,yes,yes,no,Poor,yes,no,High
612,45,59,Pass,0,3,yes,no,no,no,Good,yes,yes,High
613,58,61,Fail,4,3,no,yes,no,no,Very Good,yes,no,Low
614,43,71,Fail,4,3,yes,no,yes,yes,Average,yes,yes,Low
615,45,55,Pass,2,2,yes,no,yes,yes,Poor,yes,yes,High
616,66,53,Pass,5,1,yes,no,yes,yes,Good,no,yes,High
617,74,63,Fail,8,4,yes,no,yes,no,Good,yes,no,High
618,58,40,Pass,5,2,no,no,no,no,Poor,no,no,High
619,66,55,Fail,7,3,yes,no,no,yes,Average,yes,no,Low
620,52,56,Pass,7,4,no,no,no,yes,Average,yes,no,High
621,41,48,Pass,6,3,yes,yes,no,yes,Poor,yes,no,High
622,61,68,Pass,6,2,no,no,no,no,Good,yes,no,Low
623,60,47,Pass,5,2,no,yes,no,no,Good,yes,no,High
624,55,56,Pass,5,1,yes,no,no,yes,Very Good,yes,yes,Low
625,52,60,Pass,4,3,no,no,no,yes,Average,yes,no,Low
626,64,71,Fail,10,3,yes,no,no,yes,Average,yes,no,High
627,45,57,Pass,2,3,yes,no,yes,no,Good,yes,no,High
628,47,67,Fail,8,1,yes,no,no,no,Average,no,yes,High
629,44,65,Pass,2,3,yes,no,no,yes,Good,yes,no,Low
630,55,59,Fail,4,3,yes,yes,no,yes,Good,no,yes,Low
631,44,47,Pass,7,1,yes,no,yes,yes,Good,no,yes,High
632,48,43,Pass,3,2,yes,no,no,yes,Good,yes,no,High
633,47,59,Pass,6,3,no,no,no,yes,Good,yes,no,High
634,52,52,Pass,10,2,yes,yes,yes,yes,Poor,no,no,High
635,40,67,Fail,5,1,yes,no,no,no,Very Good,yes,no,High
636,55,65,Fail,4,1,yes,no,no,no,Average,no,no,Low
637,67,56,Fail,4,3,yes,no,yes,yes,Very Good,yes,yes,High
638,56,46,Pass,7,2,yes,no,no,yes,Average,yes,no,Low
639,70,63,Fail,4,2,yes,yes,yes,yes,Poor,yes,no,Low
640,68,47,Fail,1,3,no,yes,no,no,Very Good,yes,no,High
641,62,50,Fail,4,3,yes,no,no,no,Good,yes,no,Low
642,55,48,Fail,2,3,no,no,no,yes,Good,yes,yes,High
643,55,56,Pass,12,2,yes,no,no,yes,Very Poor,yes,no,Low
644,62,69,Pass,4,2,yes,no,no,yes,Very Good,yes,no,High
645,51,57,Pass,7,3,yes,no,no,yes,Average,no,no,Low
646,36,53,Fail,8,4,no,yes,yes,yes,Average,no,no,Low
647,59,42,Pass,6,2,no,no,no,yes,Very Good,no,no,High
648,43,63,Fail,8,2,yes,no,yes,yes,Good,yes,yes,High
649,45,50,Pass,4,1,yes,no,yes,yes,Poor,yes,no,High
650,55,59,Pass,1,3,yes,yes,no,no,Average,yes,no,High
651,54,54,Pass,3,2,yes,yes,no,yes,Good,yes,no,High
652,40,66,Pass,4,1,no,yes,no,no,Very Good,yes,no,Low
653,56,56,Fail,4,2,no,no,yes,yes,Average,yes,no,Low
654,64,57,Pass,5,2,yes,no,yes,yes,Good,yes,no,High
655,43,62,Fail,6,2,yes,no,no,yes,Good,yes,yes,High
656,67,79,Pass,7,4,no,yes,yes,yes,Poor,yes,no,High
657,39,66,Pass,7,3,no,yes,yes,yes,Very Poor,yes,no,Low
658,76,57,Fail,2,1,no,no,no,yes,Average,no,no,High
659,50,58,Pass,6,2,yes,no,no,yes,Good,yes,yes,High
660,56,52,Fail,6,1,no,no,yes,no,Average,no,no,High
661,36,48,Fail,4,3,yes,yes,yes,yes,Good,yes,yes,Low
662,54,52,Fail,6,2,yes,no,no,yes,Good,no,no,High
663,57,50,Pass,8,4,no,no,no,no,Good,yes,yes,High
664,54,64,Pass,6,3,no,yes,yes,no,Very Poor,yes,yes,High
665,49,47,Fail,2,2,yes,no,no,yes,Very Poor,yes,yes,High
666,45,71,Fail,3,3,no,yes,yes,yes,Good,no,no,High
667,66,65,Fail,9,3,no,yes,no,yes,Good,yes,no,High
668,55,58,Pass,6,2,yes,no,yes,yes,Average,yes,no,High
669,70,58,Pass,8,2,no,no,no,yes,Average,yes,no,High
670,49,52,Pass,3,2,no,yes,no,yes,Good,yes,no,High
671,50,60,Fail,5,2,no,no,no,no,Poor,yes,no,High
672,63,68,Pass,9,2,yes,no,no,yes,Good,no,no,High
673,38,50,Pass,5,2,yes,yes,no,yes,Average,yes,yes,High
674,42,42,Fail,2,2,no,yes,no,yes,Good,yes,yes,High
675,65,65,Pass,7,1,yes,no,yes,yes,Average,yes,no,High
676,43,61,Pass,2,4,yes,yes,yes,yes,Good,yes,yes,High
677,36,46,Pass,2,3,no,no,no,yes,Average,yes,no,High
678,73,50,Pass,6,3,no,no,no,yes,Average,yes,yes,High
679,41,49,Pass,5,2,yes,yes,no,no,Average,yes,no,High
680,56,50,Pass,7,3,yes,no,no,yes,Good,yes,yes,High
681,55,54,Pass,6,4,no,yes,no,yes,Average,yes,no,High
682,26,55,Pass,5,2,yes,yes,no,no,Poor,yes,yes,High
683,52,51,Pass,7,3,yes,yes,no,no,Very Good,no,no,High
684,59,50,Fail,5,2,yes,no,yes,yes,Average,yes,no,Low
685,58,55,Pass,5,4,no,no,yes,no,Poor,yes,no,High
686,64,59,Pass,9,4,yes,no,no,yes,Good,yes,yes,High
687,51,54,Pass,7,4,no,no,yes,yes,Good,yes,no,High
688,62,69,Pass,3,1,no,yes,yes,yes,Average,yes,no,High
689,48,63,Pass,7,2,yes,yes,yes,yes,Good,yes,yes,High
690,40,42,Pass,6,1,yes,yes,no,yes,Poor,yes,no,Low
691,42,63,Fail,7,2,yes,yes,no,yes,Average,no,yes,High
692,40,64,Pass,3,2,yes,yes,yes,no,Poor,yes,yes,High
693,65,53,Fail,4,2,yes,no,no,yes,Average,no,no,Low
694,39,43,Pass,7,3,no,no,yes,yes,Average,no,yes,High
695,57,58,Pass,8,2,yes,no,no,yes,Average,yes,no,High
696,52,57,Pass,5,4,no,yes,no,no,Average,yes,yes,High
697,53,46,Fail,5,2,no,no,no,no,Average,yes,no,High
698,68,43,Pass,5,2,yes,no,no,yes,Average,yes,no,Low
699,50,57,Pass,4,3,yes,no,yes,no,Poor,no,no,High
700,61,55,Pass,5,3,no,yes,no,no,Average,yes,yes,Low
701,55,53,Pass,5,1,no,no,yes,no,Poor,yes,yes,Low
702,53,57,Fail,3,3,no,no,yes,yes,Good,yes,no,High
703,77,46,Pass,3,2,yes,no,no,yes,Good,yes,yes,High
704,40,53,Fail,3,4,no,no,no,yes,Good,yes,no,High
705,67,63,Fail,3,4,yes,no,no,no,Good,yes,no,Low
706,61,54,Pass,6,2,yes,yes,no,no,Average,yes,yes,High
707,50,41,Pass,6,4,yes,no,no,no,Good,yes,no,High
708,71,53,Fail,6,3,yes,yes,no,yes,Good,no,no,Low
709,36,47,Pass,5,4,no,yes,yes,yes,Very Poor,yes,no,High
710,49,60,Pass,3,4,yes,no,no,yes,Very Good,yes,no,High
711,42,61,Fail,6,3,no,no,no,yes,Very Poor,yes,no,High
712,59,41,Fail,6,2,no,yes,yes,yes,Average,no,yes,High
713,43,65,Fail,5,2,no,no,no,yes,Average,no,yes,High
714,59,46,Fail,4,4,yes,no,yes,no,Good,yes,no,Low
715,53,73,Pass,5,3,no,no,no,yes,Very Good,yes,no,High
716,50,57,Pass,6,2,yes,yes,no,no,Very Good,no,no,High
717,58,45,Pass,4,2,no,no,yes,no,Average,yes,no,High
718,52,46,Fail,4,3,no,yes,yes,yes,Good,yes,no,Low
719,44,61,Fail,4,2,yes,yes,no,yes,Very Poor,yes,no,Low
720,83,54,Pass,6,1,yes,no,no,no,Average,no,yes,High
721,50,57,Pass,4,1,no,yes,no,no,Very Good,yes,no,High
722,32,74,Pass,3,3,no,yes,no,yes,Average,yes,no,Low
723,46,51,Fail,4,2,yes,no,yes,yes,Very Poor,yes,no,High
724,42,58,Pass,6,2,yes,yes,yes,yes,Poor,yes,yes,High
725,63,72,Pass,4,3,yes,yes,no,yes,Average,yes,yes,High
726,58,60,Fail,3,3,no,no,no,yes,Poor,no,no,High
727,58,41,Fail,6,2,yes,no,yes,no,Average,no,no,High
728,51,63,Pass,6,1,no,no,no,yes,Average,yes,no,Low
729,52,46,Fail,3,2,no,no,yes,yes,Average,yes,no,High
730,51,72,Pass,3,3,no,no,no,no,Very Poor,no,yes,High
731,54,49,Pass,2,1,no,no,yes,yes,Very Good,yes,no,High
732,63,87,Pass,3,2,yes,yes,yes,no,Good,yes,no,High
733,58,72,Fail,5,4,yes,yes,yes,yes,Good,no,no,High
734,60,50,Fail,7,4,yes,no,yes,yes,Good,no,no,High
735,59,58,Pass,3,2,yes,no,yes,yes,Average,yes,no,High
736,63,65,Fail,3,1,yes,no,no,yes,Good,yes,no,High
737,57,65,Pass,6,2,no,yes,no,no,Very Good,yes,no,High
738,58,62,Fail,7,2,no,yes,yes,no,Very Poor,no,no,Low
739,66,70,Fail,3,2,yes,no,no,no,Very Poor,no,yes,High
740,48,56,Pass,6,2,yes,no,no,yes,Good,yes,no,Low
741,46,54,Pass,8,2,yes,no,yes,no,Poor,no,no,High
742,43,54,Fail,3,1,no,yes,no,yes,Very Good,no,no,High
743,56,66,Pass,3,4,no,yes,yes,yes,Good,yes,no,High
744,36,61,Fail,5,3,yes,yes,yes,yes,Average,yes,no,High
745,59,60,Pass,5,2,no,no,no,yes,Average,yes,no,High
746,53,65,Fail,7,4,yes,no,yes,yes,Good,no,yes,High
747,66,37,Pass,9,3,yes,no,no,yes,Poor,yes,no,High
748,48,61,Pass,4,4,yes,no,yes,yes,Very Good,yes,no,High
749,52,60,Pass,6,2,no,no,no,yes,Very Poor,yes,no,Low
750,66,74,Fail,6,2,yes,no,no,yes,Very Good,yes,no,High
751,68,42,Pass,5,2,yes,no,yes,no,Poor,yes,no,High
752,48,73,Pass,6,2,yes,yes,no,yes,Good,yes,no,Low
753,56,58,Fail,10,2,yes,no,no,yes,Very Poor,yes,no,High
754,57,62,Fail,4,3,no,yes,no,no,Average,yes,no,Low
755,58,74,Pass,3,1,yes,no,no,yes,Good,yes,yes,Low
756,52,63,Fail,8,3,no,no,yes,yes,Very Poor,yes,yes,High
757,67,62,Fail,6,2,yes,yes,no,no,Average,yes,no,High
758,36,60,Pass,7,3,yes,yes,yes,yes,Average,yes,no,Low
759,50,53,Pass,5,2,yes,yes,yes,no,Average,yes,no,High
760,59,57,Fail,6,4,yes,no,yes,yes,Average,yes,no,High
761,59,50,Fail,2,2,yes,yes,no,yes,Good,yes,no,High
762,68,57,Pass,4,4,yes,no,no,yes,Poor,yes,no,High
763,66,34,Pass,4,1,no,yes,yes,yes,Very Poor,yes,yes,Low
764,52,62,Pass,5,3,no,no,yes,yes,Average,yes,yes,High
765,67,56,Pass,6,2,no,yes,yes,yes,Very Good,yes,no,High
766,47,54,Pass,6,3,yes,no,yes,yes,Very Good,yes,no,High
767,64,60,Pass,3,3,yes,no,yes,no,Average,yes,yes,High
768,73,43,Fail,6,3,yes,no,yes,no,Very Good,yes,no,High
769,67,77,Fail,3,1,no,no,yes,no,Good,yes,no,Low
770,56,56,Pass,7,3,no,no,no,yes,Average,no,yes,Low
771,51,56,Pass,3,2,no,yes,no,yes,Poor,yes,no,High
772,39,48,Pass,6,1,yes,no,no,yes,Average,yes,no,High
773,58,58,Pass,9,2,yes,no,no,yes,Poor,no,yes,High
774,43,71,Fail,3,2,yes,no,yes,no,Good,yes,no,High
775,47,68,Fail,5,3,yes,yes,no,yes,Average,yes,no,High
776,43,66,Pass,7,2,yes,yes,yes,no,Average,yes,yes,Low
777,50,63,Pass,2,1,yes,yes,no,no,Poor,yes,no,High
778,54,54,Pass,4,3,yes,yes,no,no,Good,yes,yes,Low
779,57,43,Fail,4,4,yes,no,no,yes,Average,yes,no,High
780,48,55,Pass,12,3,yes,yes,no,no,Average,yes,yes,Low
781,65,55,Fail,3,3,no,no,no,no,Very Good,yes,no,High
782,52,68,Fail,4,2,yes,no,yes,no,Average,yes,yes,Low
783,47,61,Pass,7,3,yes,no,no,yes,Average,no,no,High
784,57,74,Fail,6,4,no,no,no,yes,Good,yes,yes,Low
785,74,69,Fail,9,2,no,yes,yes,yes,Very Good,yes,no,Low
786,58,53,Fail,6,2,yes,yes,no,no,Poor,no,no,Low
787,51,40,Fail,3,4,no,no,no,no,Good,no,yes,High
788,39,71,Pass,3,4,yes,no,yes,yes,Very Good,no,no,High
789,52,71,Pass,1,1,yes,yes,no,no,Average,yes,no,High
