student_id,sex,age,famsize,Pstatus,Medu,Fedu,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
249,F,17,LE3,A,SSCE,SSCE,48,62,Fail,7,4,no,no,yes,no,Very Good,yes,no,High
250,F,15,GT3,T,SSCE,No schooling,73,65,Pass,3,3,no,no,yes,yes,Poor,yes,no,High
251,M,15,LE3,T,Bachelor,SSCE,48,53,Pass,4,1,yes,no,no,yes,Average,yes,no,Low
252,M,14,GT3,T,SSCE,Bachelor,55,63,Pass,2,3,yes,no,no,no,Very Poor,yes,yes,Low
253,F,14,GT3,T,SSCE,Bachelor,52,54,Fail,5,1,no,no,no,no,Average,no,yes,High
254,M,14,GT3,T,SSCE,Bachelor,56,65,Pass,2,1,no,yes,no,yes,Average,yes,yes,High
255,M,16,GT3,T,PhD,SSCE,59,59,Pass,5,2,yes,no,yes,yes,Average,yes,yes,High
256,F,16,GT3,T,Masters,Bachelor,59,62,Fail,7,1,yes,no,no,yes,Very Poor,yes,no,High
257,F,14,LE3,A,SSCE,SSCE,47,50,Fail,3,4,yes,yes,yes,yes,Very Good,yes,no,Low
258,F,16,GT3,T,SSCE,Bachelor,43,49,Pass,6,4,no,no,yes,no,Good,yes,yes,High
259,F,15,GT3,A,SSCE,SSCE,80,67,Fail,3,3,no,no,yes,yes,Good,no,no,Low
260,M,16,GT3,T,Bachelor,Bachelor,50,57,Pass,10,1,yes,no,yes,yes,Average,yes,no,High
261,F,17,GT3,T,No schooling,No schooling,61,60,Fail,5,2,yes,no,yes,yes,Good,no,no,Low
262,F,16,GT3,T,Bachelor,SSCE,38,54,Pass,3,2,yes,no,yes,yes,Poor,yes,yes,Low
263,M,15,GT3,T,Bachelor,Bachelor,52,66,Pass,7,2,no,yes,no,yes,Very Good,yes,no,Low
264,F,15,LE3,T,Masters,SSCE,53,51,Fail,3,2,yes,no,yes,no,Average,yes,no,High
265,F,13,GT3,T,SSCE,Bachelor,59,56,Pass,5,2,no,no,yes,yes,Good,yes,no,High
266,F,15,GT3,A,Masters,Bachelor,27,65,Pass,4,2,no,no,no,yes,Good,yes,no,Low
267,F,15,GT3,A,Masters,Bachelor,56,69,Pass,7,4,no,yes,no,no,Good,no,yes,Low
268,F,15,LE3,T,SSCE,SSCE,43,52,Fail,4,4,no,no,yes,yes,Very Good,no,no,High
269,M,15,GT3,A,SSCE,SSCE,58,77,Pass,4,2,yes,yes,yes,no,Average,yes,no,High
270,M,16,LE3,T,SSCE,Bachelor,44,61,Pass,3,3,no,yes,no,yes,Good,yes,yes,Low
271,F,15,LE3,T,SSCE,SSCE,46,47,Pass,6,1,no,no,no,yes,Average,yes,no,Low
272,F,15,GT3,A,SSCE,Bachelor,52,61,Pass,10,2,no,yes,yes,yes,Very Poor,no,no,High
273,F,16,LE3,T,Bachelor,SSCE,44,54,Pass,3,4,yes,no,yes,no,Average,yes,no,High
274,F,16,GT3,T,SSCE,SSCE,50,62,Pass,5,3,yes,no,no,no,Good,yes,no,Low
275,F,14,LE3,T,Masters,SSCE,43,57,Pass,4,2,no,yes,no,yes,Average,yes,no,Low
276,F,17,GT3,T,SSCE,No schooling,36,58,Pass,5,2,no,no,no,yes,Average,yes,yes,High
277,F,15,LE3,T,PhD,SSCE,65,48,Fail,2,4,no,yes,yes,yes,Average,yes,no,High
278,F,16,LE3,T,SSCE,Bachelor,42,67,Fail,3,2,no,no,yes,yes,Good,yes,no,Low
279,F,16,LE3,A,Masters,Bachelor,53,46,Fail,4,2,no,yes,no,no,Very Good,yes,no,High
280,F,16,LE3,T,SSCE,SSCE,62,46,Pass,6,4,yes,yes,no,yes,Poor,yes,no,High
281,F,16,LE3,T,SSCE,PhD,48,61,Fail,7,2,no,no,yes,yes,Average,yes,no,High
282,M,16,LE3,T,Masters,SSCE,46,74,Pass,4,2,no,no,no,yes,Average,yes,no,High
283,M,15,GT3,T,SSCE,Masters,57,54,Fail,7,2,no,no,yes,yes,Average,yes,no,High
284,M,16,LE3,T,Bachelor,Bachelor,66,65,Pass,4,4,no,yes,no,no,Very Good,yes,no,High
285,F,14,GT3,T,Bachelor,Bachelor,43,68,Pass,5,3,yes,yes,yes,yes,Very Poor,yes,yes,Low
286,M,16,LE3,A,Bachelor,No schooling,53,66,Pass,6,2,yes,no,no,yes,Poor,yes,no,High
287,F,15,GT3,A,Bachelor,SSCE,37,54,Pass,9,1,no,no,no,yes,Good,yes,yes,High
288,F,15,GT3,A,Bachelor,No schooling,51,47,Fail,3,2,yes,no,no,yes,Average,yes,yes,High
289,M,15,GT3,A,No schooling,Bachelor,55,35,Fail,9,2,no,no,no,yes,Good,yes,no,High
290,F,14,LE3,T,Bachelor,SSCE,46,55,Fail,6,1,no,yes,yes,no,Good,no,no,Low
291,M,15,LE3,A,Masters,Bachelor,50,69,Fail,2,2,yes,yes,no,yes,Average,yes,no,Low
292,M,16,GT3,T,No schooling,SSCE,40,46,Pass,9,1,no,no,yes,yes,Poor,yes,no,Low
293,F,16,LE3,T,SSCE,Masters,55,65,Pass,4,4,yes,yes,no,no,Poor,no,yes,High
294,M,14,LE3,T,Bachelor,No schooling,65,48,Fail,5,1,no,yes,yes,yes,Poor,yes,no,High
295,M,17,LE3,T,SSCE,SSCE,44,59,Pass,5,2,yes,yes,no,yes,Average,yes,no,High
296,F,15,LE3,T,SSCE,SSCE,48,65,Fail,4,2,no,no,no,yes,Very Good,yes,no,High
297,F,16,LE3,A,SSCE,SSCE,60,51,Pass,3,3,no,yes,yes,yes,Good,no,no,High
298,M,16,GT3,T,Bachelor,SSCE,67,59,Pass,5,1,yes,no,no,yes,Very Poor,yes,yes,High
299,F,15,LE3,T,SSCE,Bachelor,40,53,Fail,4,2,no,no,no,yes,Very Good,yes,no,Low
300,M,17,GT3,T,Bachelor,No schooling,53,65,Pass,3,3,no,yes,no,yes,Very Poor,yes,yes,Low
301,M,14,LE3,T,Masters,SSCE,57,60,Pass,5,4,no,no,yes,yes,Good,yes,yes,High
302,F,16,LE3,T,SSCE,Masters,53,58,Pass,6,3,no,no,no,yes,Poor,yes,no,High
303,F,17,GT3,T,Bachelor,No schooling,30,73,Fail,9,1,yes,yes,no,yes,Very Poor,yes,no,Low
304,F,15,LE3,T,PhD,Masters,60,64,Pass,3,1,no,yes,yes,yes,Good,yes,no,High
305,F,17,GT3,T,Bachelor,PhD,70,51,Pass,5,3,yes,yes,no,no,Average,yes,no,High
306,F,15,GT3,T,Masters,No schooling,56,57,Pass,7,2,no,no,no,no,Average,yes,no,High
307,F,16,LE3,T,SSCE,SSCE,44,57,Pass,5,2,yes,no,no,yes,Average,yes,yes,High
308,M,16,GT3,T,Masters,SSCE,49,58,Pass,2,4,yes,yes,no,no,Very Poor,yes,yes,High
309,F,15,LE3,T,No schooling,Bachelor,72,83,Pass,5,3,yes,no,no,yes,Good,yes,yes,High
310,M,16,GT3,T,SSCE,Bachelor,64,61,Fail,7,3,yes,no,no,no,Good,yes,no,High
311,M,16,LE3,T,SSCE,Bachelor,61,37,Fail,8,4,no,yes,yes,yes,Very Poor,yes,no,Low
312,M,14,GT3,T,SSCE,Bachelor,58,52,Pass,2,3,yes,no,yes,yes,Average,yes,no,High
313,M,17,LE3,T,Masters,No schooling,48,38,Fail,3,3,no,yes,no,no,Average,yes,yes,High
314,F,14,GT3,T,SSCE,Masters,52,54,Pass,6,2,yes,no,yes,no,Good,yes,yes,High
315,F,17,GT3,T,Bachelor,Bachelor,54,38,Pass,3,4,no,yes,no,yes,Average,yes,no,High
316,F,17,GT3,T,Bachelor,Bachelor,60,49,Pass,6,2,no,no,no,no,Good,yes,no,High
317,M,14,GT3,T,Bachelor,Masters,70,42,Pass,10,2,yes,yes,yes,yes,Very Good,no,yes,High
318,M,15,GT3,A,SSCE,Bachelor,66,61,Pass,2,2,yes,no,yes,yes,Average,yes,no,High
319,M,14,GT3,A,Bachelor,SSCE,40,58,Pass,6,1,yes,yes,no,yes,Average,no,no,High
320,M,15,LE3,T,SSCE,SSCE,57,61,Fail,5,2,yes,no,yes,yes,Good,yes,yes,Low
321,F,15,LE3,T,No schooling,SSCE,62,56,Pass,3,2,yes,yes,no,no,Average,yes,yes,High
322,F,16,LE3,T,PhD,No schooling,61,44,Fail,4,2,yes,yes,yes,no,Average,no,no,High
323,F,17,LE3,A,SSCE,PhD,48,63,Pass,5,2,yes,yes,no,yes,Good,yes,no,Low
324,M,17,LE3,A,No schooling,No schooling,84,77,Pass,5,2,no,yes,yes,yes,Good,no,no,Low
325,F,15,GT3,T,Masters,Bachelor,42,62,Pass,9,1,yes,no,yes,no,Average,yes,yes,Low
326,F,15,LE3,A,SSCE,SSCE,44,53,Pass,6,2,no,no,yes,yes,Poor,yes,no,Low
327,F,14,GT3,T,Bachelor,No schooling,57,43,Fail,4,3,no,no,yes,yes,Average,yes,yes,High
328,F,15,LE3,T,SSCE,Masters,76,48,Fail,3,2,yes,no,no,yes,Very Good,yes,yes,High
329,M,16,LE3,T,SSCE,Masters,46,62,Pass,4,2,yes,yes,no,yes,Very Good,no,yes,Low
330,M,17,GT3,T,SSCE,SSCE,52,68,Fail,2,2,yes,yes,yes,no,Good,yes,no,Low
331,M,14,GT3,A,SSCE,SSCE,65,60,Fail,5,4,yes,no,yes,yes,Good,yes,no,High
332,F,15,GT3,T,SSCE,No schooling,54,65,Fail,4,3,no,no,no,yes,Poor,no,yes,Low
333,M,15,GT3,T,Bachelor,SSCE,51,65,Pass,2,1,yes,no,no,no,Average,no,no,High
334,M,16,LE3,A,Bachelor,SSCE,60,63,Fail,5,4,yes,no,no,yes,Poor,yes,no,High
335,M,15,GT3,A,Masters,SSCE,57,51,Pass,11,3,yes,yes,yes,yes,Good,yes,yes,High
336,M,16,LE3,T,No schooling,PhD,65,59,Fail,4,3,no,yes,no,yes,Average,yes,no,High
337,F,15,LE3,T,Bachelor,Bachelor,67,49,Pass,6,2,no,no,no,yes,Good,yes,no,Low
338,F,15,GT3,T,Bachelor,Masters,58,58,Pass,2,3,no,no,yes,no,Good,no,no,Low
339,F,16,LE3,T,Masters,Bachelor,57,61,Pass,4,2,no,yes,no,yes,Very Good,no,no,High
340,M,16,LE3,A,No schooling,SSCE,57,74,Pass,9,3,yes,no,no,no,Good,yes,no,High
341,F,15,GT3,A,Bachelor,Masters,59,44,Fail,2,4,yes,no,no,yes,Average,yes,yes,High
342,F,15,GT3,T,Masters,SSCE,55,62,Pass,5,4,yes,no,no,yes,Average,yes,no,High
343,M,15,LE3,T,SSCE,Masters,54,72,Pass,4,2,no,no,no,yes,Average,yes,yes,High
344,M,15,LE3,T,Masters,SSCE,66,65,Fail,5,4,no,yes,yes,no,Poor,yes,no,High
345,M,15,LE3,A,No schooling,No schooling,70,66,Pass,3,1,yes,no,yes,yes,Poor,yes,no,High
346,F,17,LE3,T,Bachelor,Masters,39,63,Pass,4,1,yes,no,no,yes,Poor,yes,yes,High
347,F,16,GT3,T,Masters,Bachelor,55,70,Pass,5,2,yes,no,no,yes,Very Good,yes,no,Low
348,M,15,LE3,T,Bachelor,Masters,48,47,Pass,7,3,no,yes,no,yes,Poor,yes,no,Low
349,M,16,GT3,T,SSCE,Masters,51,44,Pass,6,2,no,no,no,yes,Good,yes,no,High
350,F,15,LE3,T,No schooling,No schooling,59,57,Pass,5,2,yes,yes,no,yes,Poor,no,no,High
351,F,17,GT3,T,Masters,SSCE,61,36,Fail,7,1,yes,yes,no,no,Very Good,yes,no,Low
352,F,16,LE3,A,Bachelor,SSCE,53,70,Fail,5,3,yes,no,no,no,Average,yes,yes,Low
353,F,15,GT3,A,No schooling,Bachelor,35,70,Pass,9,4,no,no,no,yes,Average,yes,no,High
354,M,16,LE3,T,Bachelor,Bachelor,45,53,Pass,5,3,no,no,no,yes,Average,no,yes,High
355,M,14,GT3,T,Bachelor,SSCE,63,54,Pass,5,2,yes,no,no,yes,Good,no,yes,High
356,F,14,LE3,T,SSCE,Bachelor,27,57,Fail,8,4,yes,no,no,yes,Poor,yes,no,High
357,M,14,LE3,T,SSCE,Bachelor,66,58,Pass,4,3,yes,yes,yes,yes,Good,yes,no,High
358,F,16,GT3,T,No schooling,No schooling,60,59,Fail,2,3,no,no,yes,yes,Good,yes,no,High
359,F,17,GT3,A,Bachelor,Masters,68,63,Pass,5,3,no,no,no,no,Poor,yes,no,Low
360,F,18,GT3,T,Bachelor,Bachelor,53,56,Fail,3,4,no,no,yes,yes,Very Poor,yes,no,High
361,M,16,GT3,T,Bachelor,Masters,34,67,Pass,2,3,no,no,yes,yes,Good,yes,no,Low
362,F,16,GT3,A,Masters,SSCE,59,62,Fail,5,2,yes,no,no,no,Poor,yes,no,High
363,F,14,LE3,A,Masters,No schooling,67,51,Pass,8,2,no,no,yes,no,Very Good,yes,no,High
364,F,15,LE3,T,Bachelor,SSCE,64,71,Fail,3,3,yes,no,no,yes,Poor,yes,no,High
365,F,15,LE3,T,No schooling,No schooling,48,44,Pass,4,2,yes,no,yes,yes,Good,yes,no,Low
366,M,15,GT3,T,Bachelor,PhD,55,57,Pass,11,3,no,no,yes,yes,Good,yes,no,High
367,F,15,LE3,T,SSCE,No schooling,49,67,Pass,4,2,no,no,no,yes,Good,yes,no,High
368,F,15,LE3,T,Bachelor,Bachelor,46,50,Fail,7,2,no,yes,no,no,Average,no,yes,High
369,M,14,GT3,T,Bachelor,SSCE,64,61,Fail,1,2,no,yes,yes,no,Very Good,yes,no,High
370,M,16,GT3,A,SSCE,SSCE,43,63,Pass,3,3,no,yes,no,no,Good,yes,yes,High
371,M,14,LE3,T,Masters,No schooling,46,49,Pass,2,3,yes,no,no,yes,Average,yes,yes,High
372,M,16,LE3,T,SSCE,Bachelor,43,57,Pass,6,1,no,yes,no,yes,Good,yes,no,High
373,M,18,LE3,T,Bachelor,Bachelor,40,56,Fail,3,2,no,no,no,yes,Average,yes,no,High
374,F,15,LE3,T,No schooling,SSCE,56,52,Fail,5,1,no,no,yes,yes,Very Good,yes,no,Low
375,M,13,LE3,A,Masters,Masters,66,81,Fail,8,1,no,no,no,yes,Very Good,no,no,High
376,M,15,GT3,T,SSCE,SSCE,53,50,Pass,8,2,no,yes,yes,yes,Poor,no,yes,High
377,F,17,GT3,T,No schooling,SSCE,39,68,Fail,2,3,no,yes,yes,yes,Average,no,yes,High
378,M,17,GT3,T,SSCE,SSCE,63,54,Fail,6,4,yes,no,no,yes,Very Good,yes,no,Low
379,F,14,LE3,T,SSCE,No schooling,71,47,Fail,7,2,no,no,no,yes,Poor,yes,yes,High
380,M,16,GT3,T,SSCE,Masters,48,59,Pass,3,2,no,no,no,yes,Very Good,yes,no,High
381,M,15,LE3,T,Bachelor,SSCE,50,64,Fail,4,3,yes,no,yes,yes,Good,yes,no,High
382,F,15,GT3,T,SSCE,No schooling,60,67,Pass,8,4,no,no,no,yes,Very Poor,yes,yes,Low
383,F,18,GT3,T,No schooling,SSCE,71,73,Pass,6,4,yes,no,no,yes,Average,no,yes,High
384,F,14,LE3,T,SSCE,Bachelor,49,87,Pass,5,1,yes,no,no,no,Average,yes,no,Low
385,F,16,LE3,A,Masters,SSCE,41,60,Pass,2,2,no,no,yes,yes,Good,yes,no,Low
386,F,16,GT3,A,Bachelor,Bachelor,61,51,Pass,6,1,no,no,no,no,Average,yes,yes,High
387,M,17,LE3,T,Bachelor,No schooling,62,62,Pass,5,3,yes,no,yes,no,Average,yes,yes,High
388,M,16,GT3,T,Bachelor,SSCE,55,55,Pass,8,3,no,no,no,yes,Very Good,yes,no,Low
389,F,16,LE3,T,SSCE,Masters,49,67,Fail,3,2,no,yes,no,yes,Very Poor,yes,no,High
390,F,15,GT3,T,No schooling,No schooling,64,45,Pass,5,4,no,no,yes,yes,Average,yes,no,High
391,F,16,LE3,T,SSCE,Masters,60,81,Pass,4,2,no,no,yes,yes,Average,yes,no,High
392,M,15,LE3,A,Masters,No schooling,47,66,Pass,7,4,no,no,yes,yes,Very Poor,yes,no,High
393,M,16,GT3,A,PhD,Masters,55,41,Fail,9,1,no,yes,no,no,Very Poor,yes,no,High
394,F,15,LE3,T,Bachelor,SSCE,41,50,Fail,6,1,no,yes,yes,yes,Average,yes,yes,Low
395,M,16,LE3,T,No schooling,Bachelor,61,66,Pass,13,2,yes,yes,no,no,Poor,no,no,Low
396,F,15,LE3,A,SSCE,SSCE,52,69,Fail,3,1,yes,yes,yes,no,Average,yes,no,High
397,F,17,LE3,A,SSCE,No schooling,50,45,Pass,7,3,yes,yes,yes,yes,Good,no,yes,High
398,M,15,LE3,T,Bachelor,SSCE,54,65,Fail,5,1,no,no,no,yes,Good,yes,yes,Low
399,F,14,LE3,T,No schooling,No schooling,55,38,Pass,6,3,yes,no,no,yes,Average,no,yes,High
400,F,17,GT3,T,Masters,SSCE,63,57,Pass,11,1,yes,no,no,yes,Average,yes,no,Low
401,M,15,LE3,T,SSCE,SSCE,60,69,Pass,7,2,no,no,yes,yes,Poor,yes,no,High
402,F,15,GT3,T,Masters,Bachelor,53,52,Pass,4,3,no,yes,yes,no,Poor,yes,yes,Low
403,F,15,LE3,T,Masters,Bachelor,62,42,Pass,8,4,no,no,no,yes,Average,no,no,High
404,F,17,LE3,T,Masters,Bachelor,59,59,Fail,6,2,yes,no,no,yes,Very Good,no,no,High
405,M,13,GT3,T,Bachelor,Bachelor,50,51,Fail,4,4,yes,no,no,no,Poor,yes,no,High
406,F,19,LE3,T,Bachelor,SSCE,53,64,Pass,4,3,yes,yes,yes,yes,Average,yes,no,High
407,M,17,GT3,T,Bachelor,SSCE,53,49,Pass,7,2,yes,no,yes,yes,Good,yes,no,Low
408,M,16,LE3,A,Bachelor,SSCE,60,50,Pass,8,3,yes,yes,no,yes,Good,yes,no,Low
409,F,15,GT3,A,Bachelor,Masters,51,37,Pass,3,2,yes,no,no,yes,Very Good,yes,no,Low
410,M,16,GT3,T,PhD,SSCE,51,59,Fail,8,2,yes,no,no,no,Poor,yes,no,High
411,M,16,GT3,T,Bachelor,No schooling,74,56,Pass,6,3,no,yes,no,no,Very Poor,yes,yes,Low
412,F,16,GT3,A,Masters,Bachelor,64,46,Fail,8,2,yes,yes,yes,yes,Average,no,no,High
413,F,16,GT3,T,Masters,SSCE,47,59,Pass,3,1,yes,no,no,yes,Poor,yes,yes,Low
414,F,16,LE3,T,SSCE,Masters,60,68,Pass,3,1,no,no,no,yes,Average,yes,no,High
415,F,15,LE3,T,No schooling,Masters,56,55,Pass,7,3,no,no,yes,no,Very Good,yes,yes,High
416,M,15,GT3,T,Bachelor,No schooling,58,60,Pass,6,3,no,yes,no,yes,Good,yes,yes,Low
417,M,15,LE3,T,Bachelor,No schooling,56,60,Pass,6,2,yes,yes,no,yes,Poor,yes,yes,Low
418,M,17,LE3,A,Masters,SSCE,66,45,Fail,4,4,no,yes,yes,yes,Poor,yes,no,Low
419,F,16,GT3,T,SSCE,Bachelor,58,78,Pass,3,2,no,no,no,no,Very Good,no,yes,High
420,F,13,LE3,T,Bachelor,SSCE,54,53,Pass,7,3,no,yes,no,yes,Average,yes,no,Low
421,F,16,GT3,A,Bachelor,Bachelor,65,64,Fail,7,4,yes,yes,no,yes,Very Good,yes,yes,Low
422,F,16,GT3,T,No schooling,Bachelor,57,65,Pass,7,3,yes,no,no,no,Good,yes,no,Low
423,M,15,GT3,T,Bachelor,SSCE,56,56,Fail,5,2,no,no,no,yes,Very Good,yes,no,High
424,F,15,GT3,T,Masters,No schooling,58,64,Pass,4,3,no,no,no,yes,Very Good,yes,no,Low
425,M,17,LE3,T,SSCE,Bachelor,54,60,Pass,4,2,no,no,no,yes,Average,yes,no,High
426,F,16,LE3,T,Bachelor,SSCE,55,43,Fail,7,3,no,no,no,no,Good,yes,yes,High
427,M,15,GT3,T,Bachelor,Masters,49,54,Fail,5,2,no,no,yes,yes,Average,yes,yes,High
428,F,16,LE3,T,SSCE,SSCE,47,51,Pass,4,2,no,no,no,yes,Poor,no,no,Low
429,M,15,GT3,T,SSCE,Bachelor,45,53,Pass,3,2,no,no,yes,yes,Poor,yes,no,High
430,M,14,GT3,T,PhD,Masters,41,44,Fail,3,1,yes,no,yes,no,Average,yes,no,High
431,M,15,GT3,T,SSCE,Masters,46,69,Pass,3,2,yes,no,yes,yes,Poor,yes,no,Low
432,F,16,LE3,T,SSCE,SSCE,53,74,Pass,6,4,no,no,no,yes,Poor,yes,no,High
433,F,16,GT3,T,SSCE,SSCE,56,67,Fail,5,1,no,no,yes,yes,Average,yes,no,High
434,M,16,GT3,T,Bachelor,Bachelor,52,70,Fail,5,2,yes,no,no,yes,Very Good,yes,no,Low
435,M,16,GT3,A,Bachelor,SSCE,31,54,Fail,4,2,no,no,no,no,Average,yes,no,High
436,F,16,LE3,T,Bachelor,SSCE,70,51,Fail,8,3,no,no,no,yes,Average,yes,yes,High
437,M,15,GT3,T,No schooling,Masters,65,50,Fail,7,2,yes,yes,yes,no,Poor,yes,no,High
438,F,16,GT3,T,Masters,SSCE,59,64,Fail,4,1,no,no,no,no,Poor,no,yes,High
439,F,16,GT3,T,SSCE,No schooling,74,60,Fail,3,2,no,no,yes,no,Good,yes,no,High
440,M,16,GT3,T,SSCE,No schooling,45,57,Pass,4,3,no,no,yes,yes,Good,yes,yes,Low
441,M,17,LE3,A,Bachelor,Bachelor,73,70,Pass,7,1,no,yes,no,yes,Average,yes,no,Low
442,F,16,GT3,A,SSCE,Bachelor,45,62,Fail,9,2,yes,no,yes,yes,Average,no,no,High
443,M,16,GT3,T,Masters,SSCE,57,49,Fail,8,3,no,yes,no,no,Good,no,yes,High
444,M,17,LE3,T,Masters,SSCE,42,51,Pass,3,1,no,no,no,no,Very Poor,no,yes,High
445,F,15,GT3,T,SSCE,SSCE,55,64,Pass,5,2,yes,yes,yes,yes,Average,yes,yes,High
446,F,15,GT3,T,Masters,Bachelor,58,68,Fail,6,2,yes,no,no,no,Good,yes,yes,Low
447,F,15,GT3,T,Masters,No schooling,53,63,Pass,7,4,no,no,yes,no,Good,yes,yes,High
448,F,15,GT3,T,Masters,Masters,62,76,Pass,6,2,no,no,yes,no,Very Poor,no,no,Low
449,M,15,GT3,A,SSCE,SSCE,55,74,Fail,5,2,yes,no,no,yes,Poor,no,no,Low
450,M,15,GT3,T,Bachelor,PhD,49,62,Fail,8,2,yes,yes,yes,no,Good,yes,no,Low
451,F,15,LE3,T,SSCE,SSCE,49,49,Fail,7,4,yes,yes,no,no,Average,yes,no,High
452,F,15,LE3,T,Masters,Bachelor,63,44,Fail,4,1,yes,no,yes,yes,Good,yes,no,High
453,M,14,GT3,T,No schooling,SSCE,48,54,Pass,6,2,no,yes,no,no,Very Poor,yes,yes,High
454,F,16,GT3,T,Bachelor,No schooling,64,65,Fail,9,3,no,no,no,yes,Poor,no,no,Low
455,M,16,GT3,A,SSCE,Masters,67,76,Pass,6,4,yes,no,no,yes,Average,yes,no,High
456,F,15,GT3,T,SSCE,Masters,38,62,Fail,5,3,no,yes,no,no,Very Good,yes,yes,High
457,M,16,LE3,T,Bachelor,SSCE,66,69,Pass,4,2,no,yes,no,yes,Good,yes,no,Low
458,F,16,GT3,T,Masters,Bachelor,75,55,Pass,3,2,yes,yes,no,no,Very Good,yes,yes,High
459,M,14,LE3,T,Bachelor,Bachelor,57,64,Pass,0,2,no,no,yes,yes,Average,yes,yes,High
460,M,15,GT3,A,Masters,Masters,60,66,Pass,6,3,no,yes,no,yes,Good,no,yes,High
461,M,15,GT3,T,SSCE,SSCE,65,38,Fail,3,3,yes,yes,no,yes,Very Good,no,no,High
462,F,15,LE3,T,Bachelor,SSCE,52,53,Fail,4,3,yes,no,no,yes,Average,yes,no,Low
463,F,16,LE3,A,Bachelor,SSCE,56,67,Fail,4,2,no,no,no,no,Very Good,yes,no,High
464,F,15,GT3,T,No schooling,SSCE,41,60,Fail,8,3,yes,no,no,yes,Very Good,yes,no,High
465,F,15,GT3,T,Bachelor,Masters,56,46,Pass,3,4,yes,no,no,yes,Very Good,yes,no,Low
466,M,13,LE3,T,Bachelor,SSCE,59,33,Fail,4,4,no,yes,no,yes,Very Good,no,no,High
467,M,16,GT3,A,Bachelor,No schooling,60,54,Fail,2,3,no,yes,no,no,Good,yes,no,High
468,F,14,GT3,T,Bachelor,Bachelor,65,57,Fail,5,3,no,yes,no,yes,Very Good,yes,no,High
469,M,16,GT3,T,Bachelor,Bachelor,47,49,Pass,7,2,yes,no,yes,no,Average,no,no,Low
470,F,16,GT3,T,No schooling,SSCE,49,59,Fail,9,2,no,yes,no,yes,Good,yes,no,Low
471,M,17,GT3,T,SSCE,SSCE,73,63,Fail,8,1,no,no,no,yes,Poor,yes,no,High
472,F,14,GT3,T,Bachelor,Masters,53,64,Pass,10,2,no,no,no,no,Good,yes,no,High
473,M,12,GT3,T,SSCE,SSCE,57,34,Fail,6,2,yes,no,no,yes,Good,no,yes,Low
474,F,16,GT3,T,No schooling,Bachelor,54,44,Fail,14,2,yes,yes,no,yes,Good,no,no,High
475,F,17,LE3,T,SSCE,Bachelor,46,54,Pass,3,3,no,no,yes,no,Good,no,yes,High
476,F,17,GT3,T,Bachelor,SSCE,71,63,Fail,6,2,no,no,yes,yes,Average,no,no,High
477,M,16,LE3,T,SSCE,Masters,49,62,Fail,8,1,no,no,yes,no,Average,yes,no,Low
478,F,15,LE3,A,Bachelor,Bachelor,43,62,Fail,4,1,yes,no,yes,no,Very Poor,yes,yes,Low
479,F,16,LE3,T,Bachelor,SSCE,50,54,Pass,6,1,no,no,no,yes,Poor,yes,no,Low
480,F,15,LE3,T,SSCE,Bachelor,34,54,Fail,8,2,no,no,no,yes,Good,no,no,Low
481,F,16,GT3,T,Masters,Bachelor,48,50,Pass,9,4,no,yes,yes,yes,Average,yes,no,Low
482,F,16,LE3,T,Bachelor,Bachelor,45,65,Pass,6,2,yes,yes,yes,no,Poor,no,yes,High
483,F,17,GT3,A,Bachelor,Masters,61,48,Fail,9,2,no,no,yes,no,Poor,yes,yes,High
484,F,18,GT3,A,Bachelor,SSCE,48,66,Fail,1,1,no,no,yes,yes,Average,no,yes,Low
485,F,16,GT3,A,No schooling,SSCE,63,60,Fail,6,3,no,no,no,yes,Good,yes,yes,High
486,F,15,LE3,T,Bachelor,SSCE,68,57,Pass,6,3,no,no,yes,yes,Good,yes,no,Low
487,M,15,GT3,T,SSCE,No schooling,62,51,Pass,7,2,yes,no,yes,yes,Very Poor,yes,no,Low
488,M,14,GT3,T,Masters,No schooling,52,44,Fail,4,4,no,yes,no,yes,Good,yes,yes,High
489,F,15,GT3,T,Masters,Masters,56,51,Pass,13,3,yes,no,yes,no,Average,yes,yes,High
490,F,15,GT3,T,Bachelor,Bachelor,39,54,Fail,3,2,no,no,no,no,Good,yes,no,High
491,F,15,GT3,A,SSCE,Bachelor,53,34,Fail,5,2,yes,no,no,no,Poor,yes,no,High
492,F,16,GT3,T,SSCE,Bachelor,46,56,Fail,4,2,yes,yes,yes,yes,Very Good,yes,no,Low
493,M,15,LE3,T,SSCE,Masters,61,67,Pass,4,2,no,no,no,no,Very Poor,yes,yes,High
494,M,17,GT3,T,Bachelor,SSCE,80,63,Fail,8,3,yes,yes,no,no,Good,yes,no,Low
495,F,16,LE3,A,SSCE,Masters,59,53,Fail,3,1,no,yes,yes,yes,Average,no,yes,High
496,M,15,GT3,T,Bachelor,SSCE,35,58,Pass,2,2,yes,no,yes,yes,Very Poor,no,no,Low
497,F,15,LE3,T,SSCE,Masters,51,52,Pass,4,2,no,no,no,no,Very Poor,yes,no,High
498,M,16,LE3,A,PhD,Bachelor,56,59,Pass,5,2,no,no,no,no,Average,no,no,High
499,F,16,GT3,T,SSCE,SSCE,55,73,Pass,5,4,yes,no,no,yes,Good,no,yes,High
